sk_Suspeito,Id_suspeito,NaturezaJuridicadoSuspeito,Sexodosuspeito,Orientacaosexualdosuspeito,Faixaetariadosuspeito,Deficienciadosuspeito,Doencararadosuspeito,Suspeitopreso,Pais_do_suspeito,UFdosuspeito,Profissaodosuspeito,Graudeinstrucaodosuspeito,RacaCordosuspeito,SuspeitoEtnia,Faixaderendadosuspeito,VinculoOrgaoPJdosuspeito,sl_suspeito_ramo
1540f63c-6ad7-4ee5-9a3b-1ebfb16f13b9,c93c74cc-4a37-43da-9162-eb75f41f1773,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS NÃO LISTADOS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
d1bae224-60cd-47db-8f74-33f0591345ff,22ccd997-2db0-4aca-932a-254e34c027d5,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
2c3c3096-dd73-41a8-bb66-b95a13db4f5b,625aa3c2-e08b-4547-8edc-49bbb1dd064c,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
461c270e-526e-4c41-8290-486c9bf24c8e,743812ed-07eb-4190-8631-c54a8250f8d8,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,CUIDADOR/BABÁ,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
a71db772-88b7-46d5-8509-34c67eb3788f,e5a1a70e-0b68-4bc6-b919-87d449364b4d,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,REPOSITOR DE MERCADORIAS,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
5878f392-28eb-42b1-8d91-267f1f91e351,8c6116f1-50a0-4441-a696-86674a371ed0,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
f11c8323-9f10-475c-9a28-210963f393ba,fa738e15-5d18-4d07-9da8-e518ed97fba5,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
3bda84f4-29ee-4df0-9abb-a964ea845eeb,3ab423e3-20e7-4b42-b1cd-de2832a71243,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
e2b3ecb2-d143-4fa8-98f2-1a8d380e31f0,b990c9e6-5baf-4028-bc10-c707e1da4d60,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ffe908ed-c2fb-4447-bc72-7302d08e6fe2,94655e51-073b-47a5-87fb-8f1e38687451,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
6c292d03-1d64-4779-85cd-e59d18879053,fdbd1c32-812d-419d-beab-28fb97dc6e5e,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,PROFESSOR DO ENSINO SUPERIOR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
66ee4061-c33d-4b6b-ba32-d29a15ed458b,a254396b-0446-4cf1-a61c-649f33bfc617,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
f83175c0-8270-42e2-80ef-1dc1a61e844b,8b3045f6-078b-4394-a078-deca381e8729,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,POLICIAL MILITAR,SUPERIOR COMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9bf2dbcf-4906-431f-a1d5-87336afdd769,ff9635e9-1ebf-487c-a41c-54d80307bfc1,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,VIGILANTE,ENSINO MÉDIO COMPLETO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9da2dae6-d69d-41a9-bc13-5e3ebe90da56,d546ad60-256c-43f6-91d6-e5b55e9433b1,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL COMPLETO,PRETA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
f7a3e529-a575-4fc0-9b22-bccc26308ade,01b0d4ba-d8fe-4173-b75e-34a56497711b,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,VIGILANTE,ENSINO MÉDIO COMPLETO,PRETA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
a157cfa4-2539-4d2a-be9d-9481a208d983,657f390d-7cf3-4477-92d3-b21e20532db5,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,"MOTORISTA PROFISSIONAL (ÔNIBUS, TÁXI, CAMINHÃO, MOTOTÁXI, OUTROS)",NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
375e1d68-dbe6-4b6b-87dd-53b94b776519,64d45bc9-f99d-442e-a1c2-983d4ce2723a,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c3f32377-1178-439a-b9ed-850380e3d5f0,c44f1834-c5fa-4572-81d1-f954691e73ee,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
0b43ccaa-1cec-4714-bb30-a6af003d3d4c,896ef1d2-5b79-4916-b725-cf5c6cc36de2,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
60d06d9f-5303-40c1-87d0-2edee525b5fc,7317819b-0ec6-45c0-9da0-d1e25f7431ac,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
e3c8c759-437a-443c-bce2-85ba29b8e61b,bc131cd4-2501-49c1-ba21-797e56f6b8dd,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,FLAGRANTE,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
83395a1e-8654-4833-b36c-17eea87f5d79,06d97584-1c29-4f88-8502-8aa7420cfdee,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9cf555fa-924c-4ce5-9dc3-f74bcbda89c6,05555ad3-757d-4f9c-91fe-2547bc93b3eb,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
9b5fb813-86a6-4f9c-846d-6652162fd533,6837b8ec-3f3a-4e77-97f3-109b2f57e8a9,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
b502cf38-ef44-41b2-a4e1-b7fa87c8f6a2,bbc3f1a6-c10b-4a10-a92e-2b16af647a88,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,COZINHEIRO GERAL,FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
3f8691a5-1c75-4e26-ae88-569683367c76,173eb5f8-ff98-4115-a96b-6e56b323a6e1,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
655963c0-30ab-4913-ae0a-fcc719521760,33da6203-af95-40b8-bcb0-8a4d27243175,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,PENA,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
68f822cd-ba4d-4064-b23a-c5f88e1e8153,6c1a6819-02a2-4254-bdd0-cffec4960162,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
37b45701-2e40-4711-b23b-ddde6f421a0c,205bbea7-e5e8-46c7-84ab-371acdd90db9,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
e141e096-6a8b-4068-9663-5bba7312b127,699c096c-30a9-4734-8d79-5bf1d3d14d52,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
bb0437ce-3b08-4d14-9b2c-b7f48bfa5005,9a2253df-e9ba-4f93-99d5-c26c80e36e42,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
e068d471-4bbd-48f3-af16-c5824e7307c1,e21a8e69-dbef-4834-a41a-750ef5b6799f,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,ADVOGADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
92bf9294-a752-4aff-b095-31991829828e,3c17f38e-74a8-4cf6-a668-6fc9d166a1e9,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,MOTOFRETISTA,ENSINO MÉDIO INCOMPLETO,BRANCA,NÃO INFORMADO,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
5311f4af-8373-4e54-a9ed-e8a83bcce3f9,20616069-cafa-4608-bef0-770f14262b97,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,"MOTORISTA PROFISSIONAL (ÔNIBUS, TÁXI, CAMINHÃO, MOTOTÁXI, OUTROS)",NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
ab7c7ce7-2def-4c86-be5e-6c7ebded8ff9,8fd14fe5-40a8-4a8e-a5a7-a15303895c6d,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,COMERCIANTE ATACADISTA,ANALFABETO(A),BRANCA,POVOS E COMUNIDADES TRADICIONAIS,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
93e16c4f-6a06-4e3f-b05e-30c732fc59e1,acd487cf-c06c-4e7b-ace2-d48eae5b4d11,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
a8c6384f-0deb-4bee-b5c6-05f673f5aacd,281e8b9e-7540-4f0a-b799-1c2903614257,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
d35f5321-08ac-4fbc-a93c-7e758bd342d2,a3996084-77d5-484b-83f6-593f07b5725f,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,OUTROS NÃO LISTADOS,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
8ce750a6-6dd7-4cae-9da6-34e070095ef7,c11a4f80-d88d-4521-a819-431ad1ea97aa,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
65dbdf02-27e0-4bad-95d9-ad40af1d7a0d,a41a6db5-eaa8-4f4d-96d5-8993fa4ab859,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c9c6010b-a49d-4034-89bd-c687f12419e1,e25f8d59-db74-4a08-966c-e4957c07485c,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,TEMPORÁRIA,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,ATÉ 1 SALÁRIO MÍNIMO,NÃO INFORMADO,NÃO INFORMADO
b819e523-cf7f-49bb-9252-4c5bdaf3d747,8cff1b6f-6522-4901-8a39-5017c37cc1ea,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,MECÂNICO DE VEÍCULOS AUTOMOTORES,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
f6d5d8be-7ba2-45e9-8d28-520750e5dfba,6c4cf897-a60f-49d0-8fb6-68a2df5187da,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,"MECÂNICO DE MANUTENÇÃO DE AUTOMÓVEIS, MOTOCICLETAS E VEÍCULOS SIMILARES",NÃO INFORMADO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
d671b6fb-e1fd-40f1-bced-42e754b0a381,1e58c71c-29dc-4b18-981a-5e250295097d,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
72f9cce4-037b-4602-a0d5-bcaf04f2e000,005c46fe-23f2-4651-b3fc-77108e3207d4,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO SABE INFORMAR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
b044cc1d-6ff9-475d-8163-e8b8c25fd789,25acca00-cb42-42bc-8b09-079d0ce261a8,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,SUPERIOR COMPLETO,PRETA,NÃO INFORMADO,MAIS DE 15 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
4c156c26-d0b2-45fd-908c-035a3b0b3381,e51c34c7-31fa-48e2-9470-832dba6cde17,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,PENA,BRASIL,AC,NÃO INFORMADO,ANALFABETO(A),NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c9846717-2f4f-4222-8139-6eca69d56a7e,cf0d58e2-0115-451d-bfbb-2520438da7bb,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,MOTORISTA DE CAMINHÃO (ROTAS REGIONAIS E INTERNACIONAIS),FUNDAMENTAL INCOMPLETO,PARDA,NÃO INFORMADO,MAIS DE 1 A 2 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
ca84664a-371c-4497-9f53-aca153b551af,f5a489a4-9edc-4bb5-ba8d-8516872cfa92,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
152818e8-d786-4ca8-87e2-b5708430895e,4a2e9d1a-ec31-40a6-910d-92dfd3839731,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
70d924de-4691-4dac-813f-99dd561a3bef,fe3349b4-81aa-458f-b18a-a0d1b5dc5871,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,ADVOGADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
561981cd-c4ec-495f-b0cb-1d3785f10052,167ae61e-fc7c-4c09-8683-04daef23dad8,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,ENSINO MÉDIO INCOMPLETO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
92bc9022-9ff2-4e59-a2cb-1af25430180d,a867b6fb-e0ae-46aa-8506-1446547bee97,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
c822136b-0dd1-4e26-be27-54f0998c7dcb,6c831d56-af48-459b-b116-4ac2483cbc5a,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
eed384dc-5a18-41f6-9717-adb38cedf82f,171b83a0-f9be-456e-b43f-43182b3caf5f,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,40 a 49 ANOS,NÃO TEM DEFICIÊNCIA,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
cb2789d0-7e25-4a43-8483-8f188a8ba5d5,fdfb4336-9f2f-4538-9500-810d40ad55d4,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,BRANCA,NÃO INFORMADO,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,NÃO INFORMADO,NÃO INFORMADO
980462b3-683f-4550-9da3-fed2bff28f3d,80d69be3-edc9-43a6-a7f6-1635fbf63117,PESSOA FÍSICA,MASCULINO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,ADMINISTRADOR,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
3075a556-ad4b-4944-b99d-902938beb4ba,6103de2e-f4a9-4b81-a5e2-d8119c89ffdd,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,PARDA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
eea921f5-9464-4c55-ae4a-ffa3e07e156e,8399bcfb-b225-48b4-8312-c434e52caa66,PESSOA FÍSICA,FEMININO,NÃO INFORMADO,50 a 59 ANOS,NÃO INFORMADO,NÃO POSSUI DOENÇA RARA,NÃO INFORMADO,BRASIL,AC,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO
