Canaldeatendimento,Cenariodaviolacao,Denunciaemergencial,Denunciante,Pais,UF,Frequencia,Iniciodasviolacoes,sl_quantidade_vitimas,Motivacao,sk_Vitima,sk_Datadecadastro,sk_GrupoVulnerario,sk_Suspeito,sk_tipoViolacao
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,39b2f9f5-42e1-4836-91cf-36e32924852d,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,900bf9bd-1e0f-4fb7-9aec-50b55cae76a9,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,24fe1153-0ea3-4d6e-9565-41d0e8f2a657,058512e4-975c-464f-a7bf-c8121846f320,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,9a0313ea-4895-4115-890c-a9cddeffb502,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,AMBIENTE VIRTUAL,NÃO,A PRÓPRIA VÍTIMA,BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DE QUAISQUER FORMAS DE DISCRIMINAÇÃO,1085be9c-1514-4ce8-b554-e2a7b85eac5b,058512e4-975c-464f-a7bf-c8121846f320,6d7250c1-a426-4978-8864-3877f0f94893,0420d992-2dc8-48be-95b3-ccb29d6eb3cf,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,5cdc58a3-7aed-415e-8d5d-c8669f8d7956,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,6481edb2-0f85-4795-b401-f181cdf7a98b,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,dda2f436-a721-4a8b-a028-bb90e894195e,058512e4-975c-464f-a7bf-c8121846f320,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,d9199788-bb24-4b4f-a72a-0ea66cf99e7d,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,VIA PÚBLICA,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,MOTIVAÇÃO.EM RAZÃO DA IDADE,bef421f4-cb39-42b7-b056-a686d0ea5de8,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,c5166778-c5b3-487b-8a06-0f51b0474679,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1,"MOTIVAÇÃO.EM RAZÃO DE CONDIÇÕES FÍSICAS, SENSORIAIS, INTELECTUAIS OU MENTAIS",589dcb66-83bc-4bb7-970c-f5bb0d05204f,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,81bb9c79-4ced-4f4c-8d6d-6d86bdab143d,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,VIA PÚBLICA,NÃO,TERCEIRO,BRASIL,AL,DIARIAMENTE,HÁ UM MÊS,2,MOTIVAÇÃO.EM RAZÃO DA IDADE,550911aa-3b05-4197-ae23-867b3aca79db,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,77389bb7-7586-4b3a-82e2-8c69630d49b6,3dba5b13-225b-44fb-93d3-00b029a0b642
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.COM HUMILHAÇÃO,3aacd6a2-49f1-42eb-922d-e22986728052,058512e4-975c-464f-a7bf-c8121846f320,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,97da39c2-726d-4430-a098-6c08a211ce40,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,BA,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,c523f63e-8d7e-4805-a5fc-37492c2b5cb9,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,122edfa0-9d5b-4f86-a425-2c0dd7f286b3,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,BRASIL,MG,OCASIONALMENTE,HÁ UM MÊS,1,AGRAVANTE.NA RELAÇÃO FAMILIAR,1f728b29-3a2f-400d-88f2-763b63124f55,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,7c8d217e-f418-4b7d-83d1-ed57fea859b4,15ab101c-0b27-4f3e-a13e-ad9507838f6c
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RS,DIARIAMENTE,HÁ UM MÊS,2,NÃO INFORMADO,d02434c0-3950-43c5-85c8-75a3aa08ef15,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,60724a15-2c30-4e0f-b24f-8fbbe25a3480,151c0791-2fac-4004-adca-62584213a14f
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,b26427be-d474-4905-b4bb-a5f21fb1455f,058512e4-975c-464f-a7bf-c8121846f320,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,06c729cd-559e-4caf-a21b-eac9f3bbedbc,e2d130ce-f671-479e-acc7-8d3717224cee
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1,NÃO INFORMADO,cfbed2ea-6dee-45b3-b6f8-52f9e9e63002,058512e4-975c-464f-a7bf-c8121846f320,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,d6cb790f-219b-4d29-b3f1-bcae049909b1,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,NÃO SABE INFORMAR,HÁ UM MÊS,1,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,5182cd7a-85c0-4708-9c1c-fb331fa3b4cd,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,4ee94bbb-6001-4808-b620-92a3d54618fc,1a3b1c59-a661-4ee4-9750-3aceb6414ff0
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,2,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,c14da96a-e931-42b9-8646-e8d9e401bb61,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,64c748d9-4a43-4a23-9599-ce4a57b5ed81,dea8c587-c531-4118-a37a-ef50645ebfd1
TELEFÔNICO,ESTABELECIMENTO DE SAÚDE,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1,AGRAVANTE.COM HUMILHAÇÃO,562bd99e-a375-4b38-b57f-92139b565dd6,058512e4-975c-464f-a7bf-c8121846f320,6d7250c1-a426-4978-8864-3877f0f94893,b30c4da0-849a-4cc5-be95-a73c28168435,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,SEMANALMENTE,HÁ UM MÊS,1,AGRAVANTE.VALENDO-SE DA HOSPITALIDADE,9d952e34-ba52-4d24-b5f8-23a7945f0176,058512e4-975c-464f-a7bf-c8121846f320,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,5d06dfce-15b5-4f22-a7aa-60ff80cca867,15ab101c-0b27-4f3e-a13e-ad9507838f6c
TELEFÔNICO,INSTITUIÇÃO DE ENSINO,NÃO,TERCEIRO,BRASIL,AM,OCASIONALMENTE,HÁ UM MÊS,1,NÃO INFORMADO,43cd96e9-5810-4167-8745-4affa79aa081,058512e4-975c-464f-a7bf-c8121846f320,4f451b2b-7f74-4b04-832f-c7b3a352f83e,ee49602d-0dff-4234-811b-01be3731cb60,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SE,SEMANALMENTE,HÁ UM MÊS,1.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,402d0fb5-2093-4423-940a-c5ec1c846a08,05a73005-8f81-48ec-b0ba-34322ad256ee,4f451b2b-7f74-4b04-832f-c7b3a352f83e,de3596d5-b8d8-4a35-8a45-bfea8427b044,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,091db931-3bfd-4593-9f03-07a4c949f896,05a73005-8f81-48ec-b0ba-34322ad256ee,4f451b2b-7f74-4b04-832f-c7b3a352f83e,12ad32c4-4aba-43e0-acff-922c68c6fdf8,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,AMBIENTE VIRTUAL,NÃO,A PRÓPRIA VÍTIMA,BRASIL,N/D,DIARIAMENTE,HÁ UM MÊS,2.0,EM PÚBLICO OU POR MEIO QUE FACILITE A DIVULGAÇÃO/ NO ÂMBITO DA INTERNET,7f3591ee-b43f-4844-ba0f-dc7fcb062c7b,05a73005-8f81-48ec-b0ba-34322ad256ee,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,d9e06122-8def-418e-a2b0-b82ddef7454d,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,8421848c-c772-4fe2-b979-c52c909ffb13,05a73005-8f81-48ec-b0ba-34322ad256ee,4f451b2b-7f74-4b04-832f-c7b3a352f83e,f79695aa-050e-43da-a261-6e6b0e8ace8c,72e64a08-042c-4b11-adb6-72c87fdbdac9
WHATSAPP,UNIDADE PRISIONAL,NÃO,ANÔNIMO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,f17fa1f8-0311-4595-b9c0-4260fc7b01e5,05a73005-8f81-48ec-b0ba-34322ad256ee,b708eb62-6f5c-432f-aec1-bd87f910847b,c92fa9c5-04e9-42f6-ac2e-72ea6ee2a545,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,CE,SEMANALMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,302d220c-8896-48e7-b7a6-534616d7322f,05cf8ca4-b1c8-4c50-8386-42817b8d224d,4f451b2b-7f74-4b04-832f-c7b3a352f83e,5001ecf6-201f-4041-9488-9c87bb3d27a5,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,PR,DIARIAMENTE,HÁ UM MÊS,1.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,ab9e73ed-9d55-4a0d-9004-b14a14af4bfc,05cf8ca4-b1c8-4c50-8386-42817b8d224d,4f451b2b-7f74-4b04-832f-c7b3a352f83e,cd74e3a5-f688-4f04-a522-acb71cdfd2af,8698d4bf-aeb7-439c-a773-dc938741e711
TELEFÔNICO,CASA DE TERCEIRO,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,3.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,43cbc9c9-7fe5-4463-83bc-c465f53f8ba0,05cf8ca4-b1c8-4c50-8386-42817b8d224d,4f451b2b-7f74-4b04-832f-c7b3a352f83e,4bb56d36-572a-4d19-912c-4bf61c309c00,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,SP,SEMANALMENTE,HÁ UM MÊS,4.0,NA RELAÇÃO FAMILIAR,ab81de77-bd9f-452c-ad60-a1fc36749300,05cf8ca4-b1c8-4c50-8386-42817b8d224d,4f451b2b-7f74-4b04-832f-c7b3a352f83e,af810295-c549-4a44-8954-d1c224a69512,5f11b25c-4f19-4c2d-b578-96384ed33f9d
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,SC,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,980bb8e1-e0ed-4985-bdcc-8dbb34ccaa11,05cf8ca4-b1c8-4c50-8386-42817b8d224d,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,00430709-7a30-4c8c-b718-5d290c5c5417,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,2.0,FOI PRATICADO POR DUAS OU MAIS PESSOAS,5901e6c4-774d-40ed-88eb-22b7f54aab9a,05cf8ca4-b1c8-4c50-8386-42817b8d224d,4f451b2b-7f74-4b04-832f-c7b3a352f83e,ccdb20a5-2489-41d6-b6c2-234c28a61edf,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,A PRÓPRIA VÍTIMA,BRASIL,GO,OCASIONALMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,eae57db4-dc61-4762-80d4-b31886a8fe2f,05cf8ca4-b1c8-4c50-8386-42817b8d224d,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,b07b2132-b851-4ec5-bcba-c04952a4ae2e,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,3.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,3e040350-992b-49e8-ad7f-74692b63d293,05cf8ca4-b1c8-4c50-8386-42817b8d224d,4f451b2b-7f74-4b04-832f-c7b3a352f83e,6a678bf6-33e9-455a-97a9-fb43a4daf0a0,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,297d6562-f09a-49d9-9092-8f3b29886492,05cf8ca4-b1c8-4c50-8386-42817b8d224d,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,12d5d2c5-e508-4a2e-b429-27f0b94d0a70,7e1b0b67-4a94-4ae5-986d-cdbdd4587248
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RS,SEMANALMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,d0f8f300-c64b-4229-9476-0fca1a9576b5,05cf8ca4-b1c8-4c50-8386-42817b8d224d,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,a76b34c2-db08-4a9f-af68-90e3ba4b0e28,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,ANÔNIMO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,224ba5d8-85e5-4d19-8bfd-f64e06b0edce,05cf8ca4-b1c8-4c50-8386-42817b8d224d,4f451b2b-7f74-4b04-832f-c7b3a352f83e,236cb499-474a-4da7-bff1-4b3a9acc8e6f,72e64a08-042c-4b11-adb6-72c87fdbdac9
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,540c2935-6cde-46ac-ac95-854ab8f87558,05cf8ca4-b1c8-4c50-8386-42817b8d224d,4f451b2b-7f74-4b04-832f-c7b3a352f83e,b0cce21e-9d40-4462-8760-99bea56b4986,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,RR,DIARIAMENTE,HÁ UM MÊS,3.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,00ccfdd3-0b1c-46df-9acb-dcf3c2f3a2ae,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,5a2bf1d0-b81a-4e9a-a37e-e921f1d11636,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,4.0,NÃO INFORMADO,a6d06f75-15d1-40d5-8aeb-d656b173565b,05f26624-e40d-4f96-a685-718e95cc6297,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,124bb61a-995c-4980-95da-0b9fef12dd20,356afd33-f9d6-44e0-ae5a-4eff5928c51f
TELEFÔNICO,ÓRGÃOS PÚBLICOS,NÃO,TERCEIRO,BRASIL,DF,OCASIONALMENTE,HÁ UM MÊS,1.0,"EM RAZÃO DE CONDIÇÕES FÍSICAS, SENSORIAIS, INTELECTUAIS OU MENTAIS",412024b9-350b-4067-90c0-f803b6147e10,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,2e4756eb-0d0c-4364-bb27-0fda7a3360bd,69c08830-0bcc-4bc2-8b77-568d9171c001
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,e9da1226-d494-46d7-ab8b-24f356976b07,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,c2825fb4-c04e-468c-8475-53a5bcee2745,c4b31f84-7ecb-437d-a53f-a375a281db1f
TELEFÔNICO,VIA PÚBLICA,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,2.0,FOI PRATICADO POR DUAS OU MAIS PESSOAS,b15b6075-1f75-4ded-8f75-224d8dcac55b,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,ea68b716-32a3-4435-9b7c-764f3a42a212,915725c8-f48d-484f-9eec-3a5539e67134
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,PE,OCASIONALMENTE,HÁ UM MÊS,2.0,EM RAZÃO DE CONFLITO DE IDEIAS,836cdc59-7c75-403e-b00f-98db091a9bd4,05f26624-e40d-4f96-a685-718e95cc6297,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,a2849637-7dc2-4f2b-bd3f-bb2d415a779a,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,5ace86b2-5f17-4a0f-a466-c6e106c6021b,05f26624-e40d-4f96-a685-718e95cc6297,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,56443710-bd47-48bf-b1b2-c88fe1497484,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,VIA PÚBLICA,NÃO,TERCEIRO,BRASIL,DF,DIARIAMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,8edbe41c-605b-4695-bcb6-b51aa75d625b,05f26624-e40d-4f96-a685-718e95cc6297,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,bb1222a8-a108-4b73-bd1e-da9d4b7a2986,18bad44c-325f-4a72-929c-c6184ba35d01
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,MG,DIARIAMENTE,HÁ UM MÊS,4.0,DA COABITAÇÃO/ CONVIVÊNCIA FAMILIAR/ RELAÇÃO AFETIVA,55f6a884-0b70-4dab-8b2d-93b7c9050689,05f26624-e40d-4f96-a685-718e95cc6297,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,763e8670-0142-48df-835f-af1687beb3bf,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,ÓRGÃOS PÚBLICOS,NÃO,A PRÓPRIA VÍTIMA,BRASIL,RS,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA RELAÇÃO DE ENSINO,1ddeb73c-3546-4357-a8cd-d5430c33b81d,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,11ccae14-7a65-454a-bc32-ce65293175c9,e6913fdb-ab48-4f76-b0c0-2db9502cd3a4
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,1.0,PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/ GANÂNCIA,6ffc219f-151d-4e94-9916-cc68cb0e2da7,05f26624-e40d-4f96-a685-718e95cc6297,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,b23611ae-0142-4206-b08c-eee732271d72,31168b16-07db-4442-a68e-c8c70d1928cb
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,ES,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,34976c55-5f68-4003-bd04-60850bd2d0e9,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,c4ef7bde-7d92-44c7-a051-1acff7a6fd0f,972be003-5e86-4cf4-900b-5d202b0352c7
TELEFÔNICO,OUTROS,NÃO,TERCEIRO,BRASIL,AL,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,8e95dd53-4492-4c31-9c76-0b96d8dac2b5,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,7b0f78f3-aeac-4164-a583-bca6826da8c0,93012364-8f6b-4e3d-a5be-7dec9fd30f81
TELEFÔNICO,OUTROS,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,2.0,EM RAZÃO DA IDADE,c26b6c77-454a-4674-a060-c82a68476fdb,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,b557daa6-8afd-40c8-9359-eef1f1d8fd33,e6913fdb-ab48-4f76-b0c0-2db9502cd3a4
TELEFÔNICO,AMBIENTE VIRTUAL,RISCO IMINENTE DE MORTE DA VÍTIMA,A PRÓPRIA VÍTIMA,BRASIL,N/D,DIARIAMENTE,HÁ UM MÊS,1.0,EM PÚBLICO OU POR MEIO QUE FACILITE A DIVULGAÇÃO/ NO ÂMBITO DA INTERNET,71cfe692-7167-4719-82e9-2682ac35bf8f,05f26624-e40d-4f96-a685-718e95cc6297,aa06b3d4-3a3b-4b0a-9cb7-5bfbe4004e92,e0bb8ad4-c435-4db8-ad7a-43f18c9617c9,d71f03ad-3e85-4e2e-bda8-265c9bd750b8
TELEFÔNICO,CASA DA VÍTIMA E DO AGRESSOR,NÃO,TERCEIRO,BRASIL,SP,DIARIAMENTE,HÁ UM MÊS,3.0,EM RAZÃO DA IDADE,b23fc5ae-e5b2-4354-8fe5-f4cb24eb6f40,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,d8cac007-a4c5-485e-bc7d-8fd8f6117257,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,CASA DO AGRESSOR,NÃO,TERCEIRO,BRASIL,RJ,DIARIAMENTE,HÁ UM MÊS,5.0,NA RELAÇÃO FAMILIAR,6c3ea91c-bb6f-4de0-a87b-b387df524be6,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,4dd758cf-e885-4931-8666-80cf70492196,347b290b-b7b6-4874-a256-0d48ee29e0ae
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,MA,DIARIAMENTE,HÁ UM MÊS,1.0,EM RAZÃO DA IDADE,198cd4d3-4355-4e1a-b08f-34c78f0e8c5b,05f26624-e40d-4f96-a685-718e95cc6297,e4d3855f-dbd7-414d-9031-8dd3e7a112e1,a8810432-5fa4-4af7-9a10-61654af9a51d,65945fec-8465-4aa4-a66e-e6b308e3ac7e
TELEFÔNICO,ÓRGÃOS PÚBLICOS,NÃO,TERCEIRO,BRASIL,RN,DIARIAMENTE,HÁ UM MÊS,1.0,POR CONDUTAS EXCESSIVAS/ DESNECESSÁRIAS/ DESACONSELHADAS,6d379f27-5102-4830-aa77-aa9efdc58fda,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,be0cdda9-ca7b-484e-ba7b-e25cadd77da3,e6913fdb-ab48-4f76-b0c0-2db9502cd3a4
TELEFÔNICO,CASA DA VÍTIMA,NÃO,ANÔNIMO,BRASIL,MA,DIARIAMENTE,HÁ UM MÊS,1.0,NÃO INFORMADO,21faccb4-cfa7-46db-a5f3-cc1b684d83bf,05f26624-e40d-4f96-a685-718e95cc6297,21a5cbb7-9de1-44c5-8d35-4118c0a896ca,ad9d64e6-07ea-4906-93a7-0a31c44af646,a7e9d029-1389-4a56-9194-d0672daa8ae0
TELEFÔNICO,CASA DA VÍTIMA,NÃO,TERCEIRO,BRASIL,CE,OCASIONALMENTE,HÁ UM MÊS,5.0,EM RAZÃO DA IDADE,bae22196-0d56-478e-9790-0a8124ccac37,05f26624-e40d-4f96-a685-718e95cc6297,4f451b2b-7f74-4b04-832f-c7b3a352f83e,fdb994b2-e9ac-48e9-a549-7aa26ee7607f,93012364-8f6b-4e3d-a5be-7dec9fd30f81
